userId,movieId,rating,timestamp
1,0,4.0,964982703
1,1,4.0,964981247
1,2,4.0,964982224
1,3,5.0,964983815
1,4,5.0,964982931
1,5,3.0,964982400
1,6,5.0,964980868
1,7,4.0,964982176
1,8,5.0,964984041
1,9,5.0,964984100
1,10,5.0,964983650
1,11,5.0,964981208
1,12,3.0,964980985
1,13,5.0,964981179
1,14,4.0,964980908
1,15,5.0,964981680
1,16,3.0,964982967
1,17,3.0,964982310
1,18,5.0,964981179
1,19,4.0,964982563
1,20,4.0,964980962
1,21,5.0,964982588
1,22,4.0,964981710
1,23,3.0,964982363
1,24,4.0,964980868
1,25,5.0,964981909
1,26,4.0,964982346
1,27,3.0,964981208
1,28,5.0,964984002
1,29,4.0,964981179
1,30,4.0,964982653
1,31,5.0,964984153
1,32,4.0,964982546
1,33,4.0,964982271
1,34,4.0,964983793
1,35,5.0,964982838
1,36,5.0,964982931
1,37,3.0,964982563
1,38,5.0,964982838
1,39,3.0,964981775
1,40,4.0,964982400
1,41,3.0,964982653
1,42,3.0,964984086
1,43,4.0,964980499
1,44,5.0,964982475
1,45,5.0,964981529
1,46,5.0,964982176
1,47,4.0,964983614
1,48,5.0,964983219
1,49,3.0,964981775
1,50,5.0,964982681
1,51,5.0,964982876
1,52,5.0,964982791
1,53,5.0,964982855
1,54,3.0,964982903
1,55,5.0,964982653
1,56,5.0,964982791
1,57,4.0,964981179
1,58,5.0,964982400
1,59,4.0,964980924
1,60,5.0,964981680
1,61,5.0,964981327
1,62,5.0,964982951
1,63,4.0,964984018
1,64,5.0,964983484
1,65,5.0,964981680
1,66,4.0,964982513
1,67,5.0,964981327
1,68,5.0,964981827
1,69,5.0,964981872
1,70,5.0,964981827
1,71,5.0,964983737
1,72,4.0,964983250
1,73,5.0,964980499
1,74,5.0,964982951
1,75,4.0,964981855
1,76,2.0,964983393
1,77,5.0,964981909
1,78,5.0,964981909
1,79,5.0,964984018
1,80,5.0,964983618
1,81,5.0,964983723
1,82,5.0,964981442
1,83,3.0,964983414
1,84,4.0,964983599
1,85,5.0,964983705
1,86,5.0,964982290
1,87,5.0,964983414
1,88,5.0,964982703
1,89,5.0,964981909
1,90,5.0,964984086
1,91,4.0,964983393
1,92,3.0,964982653
1,93,3.0,964983017
1,94,3.0,964982310
1,95,3.0,964984112
1,96,4.0,964980875
1,97,4.0,964980985
1,98,5.0,964981107
1,99,4.0,964982620
1,100,5.0,964982290
1,101,3.0,964981125
1,102,5.0,964982346
1,103,5.0,964982951
1,104,4.0,964983056
1,105,5.0,964983504
1,106,3.0,964983536
1,107,3.0,964982620
1,108,5.0,964981125
1,109,4.0,964981230
1,110,4.0,964981404
1,111,5.0,964983034
1,112,4.0,964983056
1,113,4.0,964981780
1,114,5.0,964981497
1,115,5.0,964982176
1,116,4.0,964981710
1,117,4.0,964982211
1,118,5.0,964981710
1,119,4.0,964984176
1,120,5.0,964980523
1,121,4.0,964981888
1,122,5.0,964982903
1,123,4.0,964982563
1,124,5.0,964982791
1,125,4.0,964981747
1,126,5.0,964982400
1,127,5.0,964982838
1,128,5.0,964982838
1,129,3.0,964981710
1,130,5.0,964982653
1,131,4.0,964982838
1,132,4.0,964982588
1,133,4.0,964981725
1,134,5.0,964982529
1,135,5.0,964982876
1,136,5.0,964982791
1,137,5.0,964982791
1,138,5.0,964982838
1,139,4.0,964981725
1,140,5.0,964981710
1,141,4.0,964981680
1,142,4.0,964981710
1,143,2.0,964981775
1,144,4.0,964982989
1,145,4.0,964982310
1,146,5.0,964983664
1,147,5.0,964983263
1,148,2.0,964983546
1,149,5.0,964983861
1,150,4.0,964982462
1,151,5.0,964983123
1,152,2.0,964983094
1,153,5.0,964981093
1,154,4.0,964982310
1,155,3.0,964982513
1,156,5.0,964982242
1,157,4.0,964982620
1,158,5.0,964983414
1,159,5.0,964982588
1,160,4.0,964984169
1,161,4.0,965719662
1,162,5.0,964981278
1,163,3.0,964982328
1,164,5.0,964982242
1,165,5.0,964981265
1,166,5.0,964981888
1,167,5.0,964983000
1,168,5.0,964981144
1,169,4.0,964983080
1,170,2.0,964982588
1,171,4.0,964980523
1,172,4.0,964982377
1,173,5.0,964982620
1,174,4.0,964983393
1,175,4.0,964983414
1,176,5.0,964983393
1,177,3.0,964983426
1,178,5.0,964981855
1,179,5.0,964980985
1,180,5.0,964983414
1,181,5.0,964982703
1,182,4.0,964981710
1,183,4.0,964980523
1,184,5.0,964980868
1,185,5.0,964981680
1,186,5.0,964982703
1,187,4.0,964982290
1,188,5.0,964981872
1,189,5.0,964982176
1,190,5.0,964982191
1,191,5.0,964981888
1,192,5.0,964983282
1,193,4.0,964983034
1,194,5.0,964982495
1,195,5.0,964982271
1,196,5.0,964982242
1,197,4.0,964980896
1,198,5.0,964983762
1,199,5.0,964982791
1,200,5.0,964981208
1,201,5.0,964984086
1,202,4.0,964981872
1,203,5.0,964983873
1,204,4.0,964982495
1,205,1.0,964983504
1,206,3.0,964981093
1,207,3.0,964983108
1,208,5.0,964981107
1,209,5.0,964983536
1,210,5.0,964983484
1,211,4.0,964981799
1,212,4.0,964981799
1,213,5.0,964982328
1,214,5.0,964984054
1,215,5.0,964981144
1,216,4.0,964981725
1,217,4.0,964981775
1,218,4.0,964982271
1,219,5.0,964980668
1,220,4.0,964980683
1,221,4.0,964982271
1,222,5.0,964981589
1,223,5.0,964983737
1,224,5.0,964981909
1,225,5.0,964982363
1,226,4.0,964982417
1,227,4.0,964980694
1,228,5.0,964981855
1,229,4.0,964981220
1,230,4.0,964982903
1,231,5.0,964984002
2,232,3.0,1445714835
2,18,4.0,1445715029
2,233,4.5,1445715228
2,219,4.0,1445714885
2,234,4.0,1445714952
2,235,3.5,1445714960
2,236,4.0,1445715013
2,237,4.0,1445715064
2,238,4.5,1445715141
2,239,5.0,1445714980
2,240,4.5,1445715154
2,241,3.0,1445714974
2,242,4.0,1445714926
2,243,3.0,1445714941
2,244,4.0,1445714841
2,245,4.5,1445715340
2,246,5.0,1445715172
2,247,4.0,1445715166
2,248,5.0,1445715189
2,249,3.5,1445714891
2,250,2.5,1445714938
2,251,3.5,1445714874
2,252,5.0,1445714966
2,253,3.0,1445715145
2,254,4.0,1445714882
2,255,2.0,1445715276
2,256,3.5,1445714854
2,257,5.0,1445715272
2,258,5.0,1445714851
3,259,0.5,1306463578
3,28,0.5,1306464275
3,260,0.5,1306463619
3,261,0.5,1306464228
3,262,0.5,1306463595
3,263,5.0,1306463611
3,264,0.5,1306463567
3,265,0.5,1306463627
3,266,0.5,1306464216
3,267,0.5,1306463569
3,268,0.5,1306463624
3,86,3.5,1306463323
3,269,0.5,1306464189
3,270,3.0,1306463561
3,102,4.5,1306464003
3,120,0.5,1306464175
3,271,0.5,1306463572
3,128,0.5,1306464261
3,133,2.0,1306463559
3,272,4.0,1306463631
3,273,0.5,1306464293
3,274,5.0,1306463925
3,275,4.5,1306464054
3,276,0.5,1306463638
3,224,5.0,1306463603
3,277,0.5,1306464245
3,278,5.0,1306463770
3,279,0.5,1306464284
3,280,5.0,1306463718
3,281,5.0,1306463708
3,282,4.5,1306464021
3,283,5.0,1306463825
3,284,0.5,1306464204
3,285,5.0,1306463670
3,286,4.5,1306464036
3,287,5.0,1306463684
3,288,4.5,1306463993
3,289,5.0,1306463815
3,290,0.5,1306464164
4,291,3.0,986935199
4,292,2.0,945173447
4,293,3.0,986935047
4,3,2.0,945173425
4,294,3.0,964622786
4,295,3.0,964538444
4,296,4.0,986848784
4,297,5.0,964622758
4,298,1.0,986848920
4,299,5.0,945078571
4,300,3.0,945078428
4,301,5.0,964622565
4,302,2.0,945079259
4,303,5.0,945079078
4,304,1.0,945629040
4,305,5.0,964622684
4,14,2.0,945173513
4,306,3.0,986848894
4,15,5.0,945079259
4,307,5.0,964538468
4,16,1.0,945173350
4,308,5.0,945079182
4,309,5.0,964538500
4,310,4.0,945629063
4,311,4.0,964622786
4,312,3.0,986934901
4,313,3.0,964623306
4,314,4.0,945078690
4,315,2.0,945078467
4,24,1.0,986934915
4,316,2.0,986848828
4,25,5.0,945079259
4,317,5.0,945174290
4,318,5.0,945079872
